콘텐츠ID,콘텐츠분류,제목,언어,타이틀SEO,연관콘텐츠,지번주소,도로명주소,위도,경도,탐나오연동여부,평점,소셜네트워크URL,조회수,외부검색어,좋아요수,리뷰수,북마크수,일정등록수,다녀왔어요수,PC사용여부,모바일사용여부,공개여부,작성상태,사용여부,작성상태_1,영문PC사용여부,중문PC사용여부,일문PC사용여부,영문작성상태,중문작성상태,일문작성상태,영문공개여부,중문공개여부,일문공개여부,영문모바일사용여부,중문모바일사용여부,일문모바일사용여부,영문승인일시,중문승인일시,일문승인일시,등록자,등록일시,수정자,수정일시,SNS공유수,인기점수,등록일시_1,우편번호,템플릿여부,번역요청일시,영문번역요청일시,중문번역요청일시,일문번역요청일시,페이지SEO자동여부,영문페이지SEO자동여부,중문페이지SEO자동여부,일문페이지SEO자동여부,사진공유수,번체PC사용여부,말레이어PC사용여부,번체작성상태,말레이어작성상태,번체공개여부,말레이어공개여부,번체모바일사용여부,말어모바일사용여부,번체승인일시,말레이어승인일시,번체번역요청일시,말레이어번역요청일시,번체SEO자동여부,말레이어SEO자동여부
CNTS_000000000021076,음식점,고망딱새,국문,고망딱새,,제주특별자치도 제주시 이호1동 348-2,제주특별자치도 제주시 서해안로 96,33.50343,126.4597,y,,,1304,,0,0,1,0,0,y,y,y,y,y,2018-12-17,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-17,anonymous,2022-03-14,0,2608,9016593,63108,n,2016-12-17,2016-12-17,2016-12-17,2016-12-17,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000019521,관광지,제주올레 17코스,국문,제주올레 17코스,,제주특별자치도 제주시 도두1동 2612-1,제주특별자치도 제주시 도두1동 2612-1,33.505222,126.467964,y,4,,15181,,5,7,41,0,0,y,y,y,y,y,2019-10-01,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-01,2019-10-01,2019-10-01,anonymous,2016-10-24,anonymous,2022-03-22,8,30412,,,n,2016-10-24,2016-10-24,2016-10-24,2016-10-24,y,y,y,y,20,y,,y,,y,,y,,2019-10-01,,2019-10-01,,y,
CNTS_000000000019645,축제/행사,서귀포 칠십리축제,국문,서귀포 칠십리축제,,서귀포 칠십리야외공연장,서귀포 칠십리야외공연장,33.2434655,126.5691446,y,,,12355,,0,0,2,0,0,y,y,y,y,y,2019-07-01,y,y,y,y,y,y,y,y,y,y,y,y,2018-10-04,2018-10-04,2018-10-04,anonymous,2016-10-26,anonymous,2022-03-21,2,24710,,63527,n,2016-10-26,2016-10-26,2016-10-26,2016-10-26,y,y,y,y,,y,,y,,y,,y,,,,2020-10-28,,y,
CNTS_000000000021178,관광지,동복환해장성,국문,동복환해장성,,제주특별자치도 제주시 구좌읍 동복리,제주특별자치도 제주시 구좌읍 동복리,33.53544,126.71806,y,,,2124,,0,0,4,0,0,y,y,y,y,y,2019-08-19,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-22,anonymous,2022-03-21,0,4248,,,n,2016-12-22,2016-12-22,2016-12-22,2016-12-22,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000018520,숙박,하얀산호민박,국문,하얀산호민박,,제주특별자치도 제주시 우도면 연평리 2649-1,제주특별자치도 제주시 우도면 우도해안길 144,33.4943265,126.9451046,y,5,,1762,,0,1,0,0,0,y,y,y,y,y,2019-07-22,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-22,2019-07-22,2019-07-22,anonymous,2016-10-10,anonymous,2022-03-22,2,3529,,,n,2016-10-10,2016-10-10,2016-10-10,2016-10-10,y,y,y,y,,y,,y,,y,,y,,2019-07-22,,2019-07-22,,y,
CNTS_000000000020416,관광지,아라리오뮤지엄탑동시네마,국문,아라리오뮤지엄탑동시네마,,제주특별자치도 제주시 삼도2동 1261-8,제주특별자치도 제주시 삼도2동 1261-8,33.51742,126.52344,y,4,,6317,,2,5,13,0,0,y,y,y,y,y,2019-08-19,y,y,y,y,y,m,y,y,y,y,y,y,2019-08-19,2019-08-19,,anonymous,2016-11-21,anonymous,2022-03-22,2,12665,8706457,,n,2016-11-21,2018-11-15,2018-12-03,2016-11-21,y,y,y,n,9,y,,y,,y,,y,,2019-08-19,,2019-08-19,,y,
CNTS_000000000020684,음식점,르꼬앙,국문,르꼬앙,,제주특별자치도 제주시 이도2동 1186-15,제주특별자치도 제주시 서광로32길 37,33.49753,126.52993,y,,,784,,0,0,1,0,0,y,y,y,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-25,anonymous,2022-02-14,0,1568,8587815,63207,n,2016-11-25,2016-11-25,2016-11-25,2016-11-25,n,n,n,n,,y,,m,,y,,y,,,,2019-02-25,,n,
CNTS_000000000021400,음식점,서울떡볶이,국문,서울떡볶이,,제주특별자치도 제주시 일도1동 1103-8,제주특별자치도 제주시 동문로4길 11,33.51228,126.52786,y,,,784,,0,0,0,0,0,y,y,y,y,y,2019-10-14,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-26,anonymous,2022-03-20,0,1568,9273143,63264,n,2016-12-26,2016-12-26,2016-12-26,2016-12-26,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000019511,음식점,성읍칠십리식당,국문,성읍칠십리식당,,제주특별자치도 서귀포시 표선면 성읍리 580,제주특별자치도 서귀포시 표선면 성읍정의현로 74,33.389263,126.80127,y,5,,9718,,3,8,66,0,0,y,y,y,y,y,2019-10-14,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-14,2019-10-14,2019-10-14,anonymous,2016-10-24,anonymous,2022-03-22,2,19485,9269153,,n,2016-10-24,2016-10-24,2016-10-24,2016-10-24,y,y,y,y,9,y,,y,,y,,y,,2019-10-14,,2019-10-14,,y,
CNTS_000000000021882,테마여행,"어머, 이런 음식 처음이야 <제주 이색 푸드트립>",국문,"어머, 이런 음식 처음이야 <제주 이색 푸드트립>",,,,0,0,y,,,30095,,6,0,16,0,0,y,y,y,y,y,,y,y,y,y,y,m,y,y,y,y,y,y,,,,anonymous,2017-03-31,anonymous,2022-03-22,2,60208,,,n,2017-03-31,2017-03-31,2017-03-31,2017-03-31,n,n,n,n,,y,,y,,y,,y,,2019-02-27,,2019-02-27,,n,
CNTS_000000000021894,관광지,장전리 벚꽃축제길,국문,장전리 벚꽃축제길,,제주특별자치도 제주시 애월읍 장전리 628-3,제주특별자치도 제주시 애월읍 광상로 403,33.44326,126.390686,y,5,,7813,,3,4,35,0,0,y,y,y,y,y,2019-08-22,y,y,y,m,y,m,y,y,y,y,y,y,,2019-08-19,,anonymous,2017-04-13,anonymous,2022-03-22,4,15655,,63055,n,2017-04-13,2017-04-13,2019-02-28,2017-04-13,y,n,y,n,11,y,,y,,y,,y,,2019-08-19,,2019-08-19,,y,
CONT_000000000500754,쇼핑,천마명,국문,천마명,,제주특별자치도 제주시 서해안로 96,제주특별자치도 제주시 서해안로 96,33.497887,126.47186,y,,,2521,,2,0,6,0,0,y,y,n,y,y,,y,y,y,y,y,y,n,n,n,y,y,y,,,,anonymous,2016-05-30,anonymous,2022-02-14,0,5048,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,y,,n,,y,,,,2019-02-25,,n,
CONT_000000000501052,숙박,제주신신휴양펜션,국문,제주신신휴양펜션,,제주특별자치도 서귀포시 안덕면 덕수리 1476,제주특별자치도 서귀포시 안덕면 평화로319번길 133,33.2790334,126.3145142,y,,http://pension24.co.kr/h/sinsin/,1120,,0,0,0,0,0,y,y,y,y,y,2019-07-17,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-17,2019-07-17,2019-07-17,anonymous,2016-05-30,anonymous,2022-03-20,1,2240,2150495,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-07-17,,2019-07-17,,y,
CONT_000000000500351,관광지,성읍마을,국문,성읍마을,,제주특별자치도 서귀포시 표선면 성읍리 775-1,제주특별자치도 서귀포시 표선면 성읍정의현로 19,33.384453,126.800385,y,5,,55439,,15,29,241,0,1,y,y,y,y,y,2019-08-19,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-19,2019-08-19,2019-12-04,anonymous,2016-05-30,anonymous,2022-03-22,35,111068,550707,63624,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,41,y,,y,,y,,y,,2019-08-19,,2019-08-19,,y,
CNTS_200000000009082,음식점,봉이네식당,국문,봉이네식당,,제주특별자치도 제주시 추자면 신양리 207,제주특별자치도 제주시 추자면 신양2길 39,33.9354341,126.3227638,y,0,,434,,0,0,0,0,0,y,y,y,y,y,2019-08-20,,,,m,m,m,,,,,,,,,,kbkppangkka,2019-08-20,kbkppangkka,2022-03-21,0,868,,,n,2019-08-20,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CONT_000000000500840,숙박,드림시아펜션,국문,드림시아펜션,,제주특별자치도 제주시 조천읍 북촌리 365-1,제주특별자치도 제주시 조천읍 일주동로 1594,33.55166,126.70345,y,,,1094,,0,0,0,0,0,y,y,y,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-05-30,anonymous,2022-02-14,0,2188,13344558,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,m,,y,,y,,,,2019-02-25,,n,
CONT_000000000500842,숙박,디아일랜드 블루 호텔,국문,디아일랜드 블루 호텔,,제주특별자치도 서귀포시 태평로 431번길3,,33.245846,126.56581,y,,,1147,,1,0,7,0,0,y,y,n,y,y,2019-06-18,y,y,y,y,y,y,n,n,n,y,y,y,,,,anonymous,2016-05-30,anonymous,2022-02-14,2,2297,7053738,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,y,,n,,y,,,,2019-02-25,,n,
CONT_000000000500997,숙박,외돌개나라,국문,외돌개나라,,제주특별자치도 서귀포시 서홍동 744-13,제주특별자치도 서귀포시 남성로 122,33.2639577,126.5507293,y,5,,1865,,1,1,0,0,0,y,y,y,y,y,2019-06-21,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-05-30,anonymous,2022-03-22,0,3738,9986097,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,,,2020-09-08,,y,
CNTS_200000000009083,숙박,등대민박,국문,등대민박,,제주특별자치도 제주시 추자면 대서리 2-2,제주특별자치도 제주시 추자면 대서2길 35,33.9632334,126.2979875,y,0,,366,,0,0,0,0,0,y,y,y,y,y,2019-08-20,,,,m,m,m,,,,,,,,,,kbkppangkka,2019-08-20,kbkppangkka,2022-03-21,0,732,,,n,2019-08-20,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000009084,숙박,사계절민박,국문,사계절민박,,제주특별자치도 제주시 추자면 신양리 422-4,제주특별자치도 제주시 추자면 신양2길 12,33.9354341,126.3227638,y,0,,267,"하추자민박,하추자,하추자항",0,0,0,0,0,y,y,y,y,y,2019-08-20,,,,m,m,m,,,,,,,,,,kbkppangkka,2019-08-20,kbkppangkka,2022-03-20,0,534,,,n,2019-08-20,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_000000000020500,음식점,어멍횟집,국문,어멍횟집,,제주특별자치도 서귀포시 성산읍 고성리 330-1,제주특별자치도 서귀포시 성산읍 동류암로39번길 9-2,33.447895,126.91603,y,5,,2209,,1,1,4,0,0,y,y,y,y,y,2019-10-14,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-22,anonymous,2022-03-22,0,4426,9268795,63640,n,2016-11-22,2016-11-22,2016-11-22,2016-11-22,y,n,n,n,1,,,,,,,,,,,,,,
CONT_000000000501398,음식점,토계정,국문,토계정,,제주특별자치도 제주시 조천읍 교래리 524,제주특별자치도 제주시 조천읍 교래3길 1,33.4276176,126.6665803,y,,,2162,,0,0,7,0,0,y,y,y,y,y,2018-12-17,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-14,2019-10-14,2019-10-14,anonymous,2016-05-30,anonymous,2022-03-21,1,4324,4031955,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-10-14,,2019-10-14,,y,
CONT_000000000501209,음식점,돈돈이네,국문,돈돈이네,,제주특별자치도 제주시 용화로 10,제주특별자치도 제주시 용화로 10,33.509785,126.50464,y,,,660,,0,0,3,0,0,y,y,n,y,y,2019-03-21,y,y,y,y,y,y,n,n,n,y,y,y,2019-03-21,2019-03-21,2019-03-21,anonymous,2016-05-30,anonymous,2022-02-14,0,1320,9334805,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,n,,y,,2019-03-21,,2019-02-25,,y,
CONT_000000000500281,관광지,사려니숲길,국문,사려니숲길,,제주특별자치도 제주시 조천읍 교래리 산 137-1,제주특별자치도 제주시 조천읍 교래리 산 137-1,33.40845,126.63976,y,5,,636746,,174,502,2437,0,10,y,y,y,y,y,2019-08-19,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-19,2019-08-19,2019-11-25,anonymous,2016-05-30,anonymous,2022-03-22,997,1276524,13141957,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,859,y,y,y,y,y,y,y,y,,,2020-05-29,2020-05-29,y,y
CONT_000000000500286,관광지,산방산 랜드,국문,산방산 랜드,,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-32,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-32,33.233696,126.311775,y,,,8849,,0,0,8,0,0,y,y,y,y,y,2019-08-20,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-20,2019-08-20,2019-08-20,anonymous,2016-05-30,anonymous,2022-03-21,1,17698,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-08-20,,2019-08-20,,y,
CNTS_200000000009078,숙박,봉골레 하우스 민박,국문,봉골레 하우스 민박,,제주특별자치도 제주시 추자면 영흥리 361,제주특별자치도 제주시 추자면 추자로 94-1 2층,33.9567036,126.2969646,y,0,,386,"추자낚시대대여,추자바비큐장",0,0,0,0,0,y,y,y,y,y,2019-10-15,,,,m,m,m,,,,,,,,,,kbkppangkka,2019-08-20,kbkppangkka,2022-03-21,0,772,,,n,2019-08-20,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000009079,음식점,추자북경,국문,추자북경,,제주특별자치도 제주시 추자면 신양리 673-1,제주특별자치도 제주시 추자면 신양서길 13-9,33.9354341,126.3227638,y,0,,266,,0,0,0,0,0,y,y,y,y,y,2019-08-20,,,,m,m,m,,,,,,,,,,kbkppangkka,2019-08-20,kbkppangkka,2022-03-03,0,532,,,n,2019-08-20,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000009081,숙박,유창민박,국문,유창민박,,제주특별자치도 제주시 추자면 대서리 146,제주특별자치도 제주시 추자면 추자로 46-1,33.9642903,126.2929862,y,0,,212,"추자도민박,추자도숙소,추자도공연장",0,0,0,0,0,y,y,y,y,y,2019-08-20,,,,m,m,m,,,,,,,,,,kbkppangkka,2019-08-20,kbkppangkka,2022-03-18,0,424,,,n,2019-08-20,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CONT_000000000501233,음식점,만조이천쌀밥,국문,만조이천쌀밥,,제주특별자치도 서귀포시 성산읍 성산리 168-8,제주특별자치도 서귀포시 성산읍 성산중앙로 5,33.4609007,126.9311907,y,,,4939,,2,0,32,0,0,y,y,y,y,y,2019-10-14,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-14,2019-10-14,2019-10-14,anonymous,2016-05-30,anonymous,2022-03-21,5,9884,9397247,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-10-14,,2019-10-14,,y,
CONT_000000000501150,음식점,1080칼국수,국문,1080칼국수,,제주특별자치도 제주시 삼도일동 518-9,제주특별자치도 제주시 서광로13길 3,33.5003337,126.517785,y,,,2712,,4,0,1,0,0,y,y,y,y,y,2019-11-08,y,y,y,y,y,y,y,n,n,y,y,y,2019-11-08,,,anonymous,2016-05-30,anonymous,2022-03-21,2,5436,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,n,n,,y,,y,,n,,y,,,,2019-02-25,,n,
CONT_000000000501261,음식점,뽈살집,국문,뽈살집,,제주특별자치도 서귀포시 서귀동 278-5,제주특별자치도 서귀포시 중정로91번길 37,33.250668,126.5632,y,4,,6197,,1,3,59,0,0,y,y,y,y,y,2019-10-14,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-14,2019-10-14,2019-10-14,anonymous,2016-05-30,anonymous,2022-03-22,2,12412,8905647,63591,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,5,y,,y,,y,,y,,2019-10-14,,2019-10-14,,y,
CONT_000000000500697,관광지,협재해수욕장,국문,협재해수욕장,,제주특별자치도 제주시 한림읍 협재리 2447,제주특별자치도 제주시 한림읍 한림로 329-10,33.393845,126.239716,y,5,,221113,,132,452,2088,0,12,y,y,y,y,y,2019-11-29,y,y,y,y,y,y,y,y,y,y,y,y,2019-11-29,2019-11-29,2019-11-29,anonymous,2016-05-30,anonymous,2022-03-22,206,444882,4504781,63011,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,n,n,y,764,y,y,y,y,y,y,y,y,2019-11-29,2019-11-29,2019-02-25,2019-02-18,y,y
CONT_000000000500740,쇼핑,제일토산품,국문,제일토산품,,제주특별자치도 제주시 관덕로24,제주특별자치도 제주시 관덕로 22-1,33.512978,126.52185,y,,,3689,,0,0,2,0,0,y,y,y,y,y,2019-11-15,y,y,y,y,y,y,y,y,y,y,y,y,2019-11-15,2019-11-15,2019-11-15,anonymous,2016-05-30,anonymous,2022-03-21,0,7378,,63168,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-11-15,,2019-11-15,,y,
CNTS_200000000007391,음식점,에피소드,국문,에피소드,,제주특별자치도 제주시 한경면 고산리 2115-5,제주특별자치도 제주시 한경면 고조로 62,33.3058146,126.1881704,y,5,,609,,1,1,1,0,1,y,y,y,y,y,2018-08-27,,,,m,m,m,,,,,,,,,,anonymous,2018-08-20,anonymous,2022-03-22,1,1226,,941-695,n,,,,,y,n,n,n,0,,,,,,,,,,,,,,
CONT_000000000500090,관광지,남원종합경기장,국문,남원종합경기장,,제주특별자치도 서귀포시 남원읍 태위로 551-27,제주특별자치도 서귀포시 남원읍 태위로 551-27,33.278313,126.70406,y,5,,1388,,2,2,0,0,0,y,y,n,y,y,2019-08-20,y,y,y,y,y,y,n,n,n,y,y,y,2019-08-20,2019-08-20,2019-08-20,anonymous,2016-05-30,anonymous,2022-03-22,3,2792,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,n,,y,,2019-08-20,,2019-08-20,,y,
CONT_000000000500565,관광지,아쿠아플라넷 제주,국문,아쿠아플라넷 제주,,제주특별자치도 서귀포시 성산읍 고성리 127-3,제주특별자치도 서귀포시 성산읍 섭지코지로 95,33.43237,126.928215,y,5,,81156,,29,165,1146,0,3,y,y,y,y,y,2019-11-06,y,y,y,y,y,y,y,y,y,y,y,y,,2019-03-26,2019-11-25,anonymous,2016-05-30,anonymous,2022-03-22,44,163224,,63642,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,279,y,y,y,y,y,y,y,y,,,2020-08-20,2020-08-20,y,y
CONT_000000000500278,관광지,사라오름,국문,사라오름,,제주특별자치도 서귀포시 남원읍 신례리 산 2-1,제주특별자치도 서귀포시 남원읍 신례리 산 2-1,33.371944,126.570915,y,5,,22410,,8,18,72,0,1,y,y,y,y,y,2019-08-20,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-20,2019-08-20,2019-08-20,anonymous,2016-05-30,anonymous,2022-03-22,13,44934,12001552,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,34,y,,y,,y,,y,,2019-08-20,,2019-08-20,,y,
CNTS_200000000009088,음식점,동해루,국문,동해루,,제주특별자치도 제주시 추자면 대서리 162,제주특별자치도 제주시 추자면 추자로 58-1,33.9642903,126.2929862,y,0,,386,,0,0,1,0,0,y,y,y,y,y,2019-08-20,,,,m,m,m,,,,,,,,,,kbkppangkka,2019-08-20,kbkppangkka,2022-03-20,0,772,,,n,2019-08-20,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_000000000022890,테마여행,제주의 과거와 현재를 이어주는 길 <4.3 길을 따라 걷다 -서귀포 지역->,국문,제주의 과거와 현재를 이어주는 길 <4.3 길을 따라 걷다 -서귀포 지역->,,,,0,0,y,5,,4533,,2,2,1,0,0,y,y,y,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2018-03-29,anonymous,2022-03-22,0,9082,,,n,2018-03-29,2018-03-29,2018-03-29,2018-03-29,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000019644,음식점,국수마당,국문,국수마당,,제주특별자치도 제주시 일도이동 1034-19,제주특별자치도 제주시 삼성로 65,33.5080638,126.5322532,y,4,,6019,,5,10,64,0,0,y,y,y,y,y,2019-10-14,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-26,anonymous,2022-03-22,0,12103,9342047,,n,2016-10-26,2016-10-26,2016-10-26,2016-10-26,y,n,n,n,10,,,,,,,,,,,,,,
CONT_000000000500303,관광지,삼의양오름,국문,삼의양오름,,제주특별자치도 제주시 아라2동 산 43520,제주특별자치도 제주시 아라2동 산 43520,33.43981,126.56199,y,,,819,,0,0,0,0,0,y,y,n,y,y,2019-07-26,y,y,y,y,y,y,n,n,n,y,y,y,2019-05-10,2019-05-10,2019-05-10,anonymous,2016-05-30,anonymous,2022-02-14,0,1638,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,n,,y,,2019-05-10,,2019-05-10,,y,
CONT_000000000501266,음식점,산방산초가집,국문,산방산초가집,,제주특별자치도 서귀포시 안덕면 화순리 421-1,제주특별자치도 서귀포시 안덕면 화순해안로 189,33.2455947,126.3387238,y,5,,4263,,0,3,40,0,0,y,y,y,y,y,2019-10-14,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-14,2019-10-14,2019-10-14,anonymous,2016-05-30,anonymous,2022-03-22,2,8541,9419375,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,3,y,,y,,y,,y,,2019-10-14,,2019-10-14,,y,
CONT_000000000501277,음식점,서문뒷고기,국문,서문뒷고기,,제주특별자치도 제주시 삼도이동 821-2,제주특별자치도 제주시 중앙로14길 40-2,33.5107686,126.5204355,y,,,1882,,0,0,15,0,0,y,y,y,y,y,2019-10-14,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-14,2019-10-14,2019-10-14,anonymous,2016-05-30,anonymous,2022-03-19,0,3764,9267896,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-10-14,,2019-10-14,,y,
CONT_000000000501298,음식점,써스티몽크제주시청점,국문,써스티몽크제주시청점,,제주특별자치도 제주시 이도2동 1179-14,제주특별자치도 제주시 광양13길 9,33.499012,126.53136,y,,,745,,0,0,6,0,0,y,y,n,m,y,,y,y,y,m,m,m,n,n,n,y,y,y,,,,anonymous,2016-05-30,anonymous,2022-02-14,1,1490,,63209,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,m,,n,,y,,,,2019-02-25,,n,
CONT_000000000501019,숙박,자연하우스,국문,자연하우스,,제주특별자치도 서귀포시 표선면 하천리 2296-4,제주특별자치도 서귀포시 표선면 한마음초등로 302,33.351677,126.80461,y,,blog.naver.com/jejunaturehouse,809,,0,0,0,0,0,y,y,n,y,y,,y,y,y,y,y,y,n,n,n,y,y,y,,,,anonymous,2016-05-30,anonymous,2022-02-14,1,1618,,63627,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,y,,n,,y,,,,2019-02-25,,n,
CONT_000000000501113,숙박,하와이펜션,국문,하와이펜션,,제주특별자치도 제주시 도두이동 1621-7,제주특별자치도 제주시 도두봉2길 75,33.5073611,126.4760763,y,,,1458,,0,0,0,0,0,y,y,y,y,y,2019-07-17,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-17,2019-07-17,2019-07-17,anonymous,2016-05-30,anonymous,2022-03-20,0,2916,12788991,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-07-17,,2019-07-17,,y,
CNTS_000000000022921,축제/행사,2018 제주사랑 자선 만보 걷기대회,국문,2018 제주사랑 자선 만보 걷기대회,,제주특별자치도 제주시 건입동 1444,제주특별자치도 제주시 중앙로 1,33.51814,126.52516,y,0,,206,,0,0,0,0,0,y,y,n,y,y,2018-06-07,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2018-04-19,anonymous,2022-02-14,0,412,,63276,n,2018-04-19,2018-04-19,2018-04-19,2018-04-19,n,n,n,n,0,,,,,,,,,,,,,,
CNTS_000000000019923,숙박,올레스테이,국문,올레스테이,,제주특별자치도 서귀포시 서귀동 316-1,제주특별자치도 서귀포시 중정로 22,33.2474043,126.5587322,y,,,3313,,0,0,3,0,0,y,y,y,y,y,2019-06-26,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-10-28,anonymous,2022-03-21,3,6626,,,n,2016-10-28,2016-10-28,2016-10-28,2016-10-28,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019932,숙박,제주아트하우스,국문,제주아트하우스,,제주특별자치도 제주시 구좌읍 월정리 958-1,제주특별자치도 제주시 구좌읍 일주동로 2410,33.552032,126.78695,y,3,,1000,,0,1,2,0,0,y,y,y,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-28,anonymous,2022-03-22,0,2005,4323883,63349,n,2016-10-28,2016-10-28,2016-10-28,2016-10-28,n,n,n,n,1,y,,m,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019935,숙박,조이랜드펜션,국문,조이랜드펜션,,제주특별자치도 제주시 애월읍 애월리 884,제주특별자치도 제주시 애월읍 애원로 116-5,33.4547384,126.3251781,y,,,1814,,0,0,7,0,0,y,y,y,y,y,2019-06-26,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-10-28,anonymous,2022-03-17,1,3628,12491634,,n,2016-10-28,2016-10-28,2016-10-28,2016-10-28,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CONT_000000000500310,관광지,새섬,국문,새섬,,제주특별자치도 서귀포시 서홍동 707-5,제주특별자치도 서귀포시 남성중로 40,33.23647274,126.5615906,y,5,,12222,,3,10,22,0,0,y,y,y,y,y,2019-08-20,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-20,2019-08-20,2019-08-20,anonymous,2016-05-30,anonymous,2022-03-22,3,24503,,63594,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,22,y,,y,,y,,y,,2019-08-20,,2019-08-20,,y,
CONT_000000000500312,관광지,새연교,국문,새연교,,제주특별자치도 서귀포시 서홍동 707-4,제주특별자치도 서귀포시 서홍동 707-4,33.238186,126.55907,y,5,,46129,,11,54,347,0,0,y,y,y,y,y,2019-08-22,y,y,y,y,y,y,y,y,y,y,y,y,2019-08-21,2019-08-21,2019-11-28,anonymous,2016-05-30,anonymous,2022-03-22,34,92561,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,75,y,y,y,y,y,y,y,y,2019-08-21,2019-08-21,2019-08-21,2019-08-21,y,y
